IP_Address,Measure_Date,Measure_Time,Stat_Description,Interface_ID,Stat_Value
172.16.105.207,21/04/2024,0:17:20,IP-MIB-ipSystemStatsHCInReceives.ipv4 ,0,2280303
172.16.105.207,21/04/2024,0:17:20,IP-MIB-ipSystemStatsHCOutForwDatagrams.ipv4 ,0,871761514
172.16.105.207,21/04/2024,0:17:20,IP-MIB-ipSystemStatsHCOutOctets.ipv4 ,0,165051072
172.16.105.207,21/04/2024,0:17:20,IP-MIB-ipSystemStatsHCOutRequests.ipv4 ,0,2014694
172.16.105.207,21/04/2024,0:17:20,IP-MIB-ipSystemStatsHCOutTransmits.ipv4 ,0,2278316
172.16.105.207,21/04/2024,0:17:20,IP-MIB-ipSystemStatsInDelivers.ipv4 ,0,1297328
172.16.105.207,21/04/2024,0:17:20,IP-MIB-ipSystemStatsInForwDatagrams.ipv4 ,0,263602
172.16.105.207,21/04/2024,0:17:20,IP-MIB-ipSystemStatsInHdrErrors.ipv4 ,0,716835
172.16.105.207,21/04/2024,0:17:20,IP-MIB-ipSystemStatsInNoRoutes.ipv4 ,0,720
172.16.105.207,21/04/2024,0:17:20,IP-MIB-ipSystemStatsInOctets.ipv4 ,0,163276646
172.16.105.207,21/04/2024,0:17:20,IP-MIB-ipSystemStatsInReceives.ipv4 ,0,2280301
172.16.105.207,21/04/2024,0:17:20,IP-MIB-ipSystemStatsInTruncatedPkts.ipv4 ,0,2
172.16.105.207,21/04/2024,0:17:20,IP-MIB-ipSystemStatsOutForwDatagrams.ipv4 ,0,871761514
172.16.105.207,21/04/2024,0:17:20,IP-MIB-ipSystemStatsOutFragCreates.ipv4 ,0,442
172.16.105.207,21/04/2024,0:17:20,IP-MIB-ipSystemStatsOutFragOKs.ipv4 ,0,56
172.16.105.207,21/04/2024,0:17:20,IP-MIB-ipSystemStatsOutFragReqds.ipv4 ,0,56
172.16.105.207,21/04/2024,0:17:20,IP-MIB-ipSystemStatsOutNoRoutes.ipv4 ,0,363
172.16.105.207,21/04/2024,0:17:20,IP-MIB-ipSystemStatsOutOctets.ipv4 ,0,165050915
172.16.105.207,21/04/2024,0:17:20,IP-MIB-ipSystemStatsOutRequests.ipv4 ,0,2014692
172.16.105.207,21/04/2024,0:17:20,IP-MIB-ipSystemStatsOutTransmits.ipv4 ,0,2278314
172.16.105.207,21/04/2024,0:17:20,IP-MIB-ipSystemStatsReasmFails.ipv4 ,0,624
172.16.105.207,21/04/2024,0:17:20,IP-MIB-ipSystemStatsReasmOKs.ipv4 ,0,56
172.16.105.207,21/04/2024,0:17:20,IP-MIB-ipSystemStatsReasmReqds.ipv4 ,0,1630
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsHCInDelivers.ipv4,7,954510
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsHCInDelivers.ipv4,8,343173
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsHCInForwDatagrams.ipv4,3,70
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsHCInForwDatagrams.ipv4,8,263536
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsHCInOctets.ipv4,3,2076896905
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsHCInOctets.ipv4,7,3486941757
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsHCInOctets.ipv4,8,3486941848
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsHCInReceives.ipv4,3,329976439
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsHCInReceives.ipv4,7,551995327
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsHCInReceives.ipv4,8,551995328
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsHCOutForwDatagrams.ipv4,3,113184
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsHCOutForwDatagrams.ipv4,8,71
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsHCOutOctets.ipv4,3,494538535
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsHCOutOctets.ipv4,7,3564300530
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsHCOutOctets.ipv4,8,3564300630
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsHCOutRequests.ipv4,3,3
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsHCOutRequests.ipv4,7,954714
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsHCOutRequests.ipv4,8,1059927
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsHCOutTransmits.ipv4,3,403276407
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsHCOutTransmits.ipv4,7,470513341
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsHCOutTransmits.ipv4,8,470513342
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsInDelivers.ipv4,7,954507
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsInDelivers.ipv4,8,343173
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsInForwDatagrams.ipv4,3,70
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsInForwDatagrams.ipv4,8,263536
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsInHdrErrors.ipv4,8,716856
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsInNoRoutes.ipv4,8,1
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsInOctets.ipv4,3,2076896905
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsInOctets.ipv4,7,3486941484
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsInOctets.ipv4,8,3486941575
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsInReceives.ipv4,3,329976439
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsInReceives.ipv4,7,551995324
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsInReceives.ipv4,8,551995325
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsInTruncatedPkts.ipv4,8,2
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsOutForwDatagrams.ipv4,3,113184
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsOutForwDatagrams.ipv4,8,71
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsOutFragCreates.ipv4,7,442
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsOutFragOKs.ipv4,7,56
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsOutFragReqds.ipv4,7,56
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsOutOctets.ipv4,3,494538535
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsOutOctets.ipv4,7,3564300231
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsOutOctets.ipv4,8,3564300331
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsOutRequests.ipv4,3,3
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsOutRequests.ipv4,7,954711
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsOutRequests.ipv4,8,1059927
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsOutTransmits.ipv4,3,403276407
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsOutTransmits.ipv4,7,470513338
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsOutTransmits.ipv4,8,470513339
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsReasmFails.ipv4,7,624
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsReasmOKs.ipv4,7,56
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipIfStatsReasmReqds.ipv4,7,1630
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipSystemStatsHCInDelivers.ipv4 ,0,1297578
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipSystemStatsHCInForwDatagrams.ipv4 ,0,263606
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipSystemStatsHCInOctets.ipv4 ,0,163297931
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipSystemStatsHCInReceives.ipv4 ,0,2280576
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipSystemStatsHCOutForwDatagrams.ipv4 ,0,871774648
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipSystemStatsHCOutOctets.ipv4 ,0,165072106
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipSystemStatsHCOutRequests.ipv4 ,0,2014963
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipSystemStatsHCOutTransmits.ipv4 ,0,2278589
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipSystemStatsInDelivers.ipv4 ,0,1297576
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipSystemStatsInForwDatagrams.ipv4 ,0,263606
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipSystemStatsInHdrErrors.ipv4 ,0,716856
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipSystemStatsInNoRoutes.ipv4 ,0,720
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipSystemStatsInOctets.ipv4 ,0,163297779
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipSystemStatsInReceives.ipv4 ,0,2280574
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipSystemStatsInTruncatedPkts.ipv4 ,0,2
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipSystemStatsOutForwDatagrams.ipv4 ,0,871774648
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipSystemStatsOutFragCreates.ipv4 ,0,442
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipSystemStatsOutFragOKs.ipv4 ,0,56
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipSystemStatsOutFragReqds.ipv4 ,0,56
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipSystemStatsOutNoRoutes.ipv4 ,0,363
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipSystemStatsOutOctets.ipv4 ,0,165071949
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipSystemStatsOutRequests.ipv4 ,0,2014961
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipSystemStatsOutTransmits.ipv4 ,0,2278587
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipSystemStatsReasmFails.ipv4 ,0,624
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipSystemStatsReasmOKs.ipv4 ,0,56
172.16.105.207,21/04/2024,0:27:23,IP-MIB-ipSystemStatsReasmReqds.ipv4 ,0,1630
172.16.105.207,21/04/2024,0:37:27,IP-MIB-ipIfStatsHCInDelivers.ipv4,7,954745
172.16.105.207,21/04/2024,0:37:27,IP-MIB-ipIfStatsHCInDelivers.ipv4,8,343195
172.16.105.207,21/04/2024,0:37:27,IP-MIB-ipIfStatsHCInForwDatagrams.ipv4,3,70
172.16.105.207,21/04/2024,0:37:27,IP-MIB-ipIfStatsHCInForwDatagrams.ipv4,8,263538
172.16.105.207,21/04/2024,0:37:27,IP-MIB-ipIfStatsHCInOctets.ipv4,3,2078722565
172.16.105.207,21/04/2024,0:37:27,IP-MIB-ipIfStatsHCInOctets.ipv4,7,3496551379
172.16.105.207,21/04/2024,0:37:27,IP-MIB-ipIfStatsHCInOctets.ipv4,8,3496551470
172.16.105.207,21/04/2024,0:37:27,IP-MIB-ipIfStatsHCInReceives.ipv4,3,329985423
172.16.105.207,21/04/2024,0:37:27,IP-MIB-ipIfStatsHCInReceives.ipv4,7,552010783
172.16.105.207,21/04/2024,0:37:27,IP-MIB-ipIfStatsHCInReceives.ipv4,8,552010784
172.16.105.207,21/04/2024,0:37:27,IP-MIB-ipIfStatsHCOutForwDatagrams.ipv4,3,113186
172.16.105.207,21/04/2024,0:37:27,IP-MIB-ipIfStatsHCOutForwDatagrams.ipv4,8,71
172.16.105.207,21/04/2024,0:37:27,IP-MIB-ipIfStatsHCOutOctets.ipv4,3,503218531
172.16.105.207,21/04/2024,0:37:27,IP-MIB-ipIfStatsHCOutOctets.ipv4,7,3566345993
172.16.105.207,21/04/2024,0:37:27,IP-MIB-ipIfStatsHCOutOctets.ipv4,8,3566346093
172.16.105.207,21/04/2024,0:37:27,IP-MIB-ipIfStatsHCOutRequests.ipv4,3,3
172.16.105.207,21/04/2024,0:37:27,IP-MIB-ipIfStatsHCOutRequests.ipv4,7,954949
172.16.105.207,21/04/2024,0:37:27,IP-MIB-ipIfStatsHCOutRequests.ipv4,8,1059962
172.16.105.207,21/04/2024,0:37:27,IP-MIB-ipIfStatsHCOutTransmits.ipv4,3,403288391
172.16.105.207,21/04/2024,0:37:27,IP-MIB-ipIfStatsHCOutTransmits.ipv4,7,470525184
172.16.105.207,21/04/2024,0:37:27,IP-MIB-ipIfStatsHCOutTransmits.ipv4,8,470525185
172.16.105.207,21/04/2024,0:37:27,IP-MIB-ipIfStatsInDelivers.ipv4,7,954742
172.16.105.207,21/04/2024,0:37:27,IP-MIB-ipIfStatsInDelivers.ipv4,8,343195
172.16.105.207,21/04/2024,0:37:27,IP-MIB-ipIfStatsInForwDatagrams.ipv4,3,70
172.16.105.207,21/04/2024,0:37:27,IP-MIB-ipIfStatsInForwDatagrams.ipv4,8,263538
172.16.105.207,21/04/2024,0:37:27,IP-MIB-ipIfStatsInHdrErrors.ipv4,8,716869
