IP_Address,Measure_DateTime,Protocol_Version,Stat_Description,Interface_ID,Stat_Value,New_Stat_Description
172.16.105.207,21/04/2024  0:07:17,ipv4 ,IP-MIB-ipSystemStatsHCInDelivers,0,1297083,IP System Inbound Delivered Packets
172.16.105.207,21/04/2024  0:07:17,ipv4 ,IP-MIB-ipSystemStatsHCInForwDatagrams,0,263598,IP System Inbound Forwarded Datagrams
172.16.105.207,21/04/2024  0:07:17,ipv4 ,IP-MIB-ipSystemStatsHCInOctets,0,163256935,IP System Inbound Octets
172.16.105.207,21/04/2024  0:07:17,ipv4 ,IP-MIB-ipSystemStatsHCInReceives,0,2280037,IP System Inbound Receives
172.16.105.207,21/04/2024  0:07:17,ipv4 ,IP-MIB-ipSystemStatsHCOutForwDatagrams,0,871748194,IP System Outbound Forwarded Datagrams
172.16.105.207,21/04/2024  0:07:17,ipv4 ,IP-MIB-ipSystemStatsHCOutOctets,0,165030819,IP System Outbound Octets
172.16.105.207,21/04/2024  0:07:17,ipv4 ,IP-MIB-ipSystemStatsHCOutRequests,0,2014432,IP System Outbound Requests
172.16.105.207,21/04/2024  0:07:17,ipv4 ,IP-MIB-ipSystemStatsHCOutTransmits,0,2278050,IP System Outbound Transmits
172.16.105.207,21/04/2024  0:07:17,ipv4 ,IP-MIB-ipSystemStatsInDelivers,0,1297081,IP System Inbound Delivered Packets
172.16.105.207,21/04/2024  0:07:17,ipv4 ,IP-MIB-ipSystemStatsInForwDatagrams,0,263598,IP System Inbound Forwarded Datagrams
172.16.105.207,21/04/2024  0:07:17,ipv4 ,IP-MIB-ipSystemStatsInHdrErrors,0,716820,IP System Inbound Header Errors
172.16.105.207,21/04/2024  0:07:17,ipv4 ,IP-MIB-ipSystemStatsInNoRoutes,0,720,IP System Inbound Packets with No Routes
172.16.105.207,21/04/2024  0:07:17,ipv4 ,IP-MIB-ipSystemStatsInOctets,0,163256783,IP System Inbound Octets
172.16.105.207,21/04/2024  0:07:17,ipv4 ,IP-MIB-ipSystemStatsInReceives,0,2280035,IP System Inbound Receives
172.16.105.207,21/04/2024  0:07:17,ipv4 ,IP-MIB-ipSystemStatsInTruncatedPkts,0,2,IP System Inbound Truncated Packets
172.16.105.207,21/04/2024  0:07:17,ipv4 ,IP-MIB-ipSystemStatsOutForwDatagrams,0,871748194,IP System Outbound Forwarded Datagrams
172.16.105.207,21/04/2024  0:07:17,ipv4 ,IP-MIB-ipSystemStatsOutFragCreates,0,442,IP System Outbound Fragmentation Creates
172.16.105.207,21/04/2024  0:07:17,ipv4 ,IP-MIB-ipSystemStatsOutFragOKs,0,56,IP System Outbound Fragmentation Successes
172.16.105.207,21/04/2024  0:07:17,ipv4 ,IP-MIB-ipSystemStatsOutFragReqds,0,56,IP System Outbound Fragmentation Requests
172.16.105.207,21/04/2024  0:07:17,ipv4 ,IP-MIB-ipSystemStatsOutNoRoutes,0,363,IP-MIB-ipSystemStatsOutNoRoutes
172.16.105.207,21/04/2024  0:07:17,ipv4 ,IP-MIB-ipSystemStatsOutOctets,0,165030662,IP System Outbound Octets
172.16.105.207,21/04/2024  0:07:17,ipv4 ,IP-MIB-ipSystemStatsOutRequests,0,2014430,IP System Outbound Requests
172.16.105.207,21/04/2024  0:07:17,ipv4 ,IP-MIB-ipSystemStatsOutTransmits,0,2278048,IP System Outbound Transmits
172.16.105.207,21/04/2024  0:07:17,ipv4 ,IP-MIB-ipSystemStatsReasmFails,0,624,IP System Reassembly Failures
172.16.105.207,21/04/2024  0:07:17,ipv4 ,IP-MIB-ipSystemStatsReasmOKs,0,56,IP System Reassembly Successes
172.16.105.207,21/04/2024  0:07:17,ipv4 ,IP-MIB-ipSystemStatsReasmReqds,0,1630,IP System Reassembly Requests
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsHCInDelivers,7,954284,IP Interface Inbound Delivered Packets
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsHCInDelivers,8,343151,IP Interface Inbound Delivered Packets
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsHCInForwDatagrams,3,70,IP Interface Inbound Forwarded Datagrams
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsHCInForwDatagrams,8,263532,IP Interface Inbound Forwarded Datagrams
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsHCInOctets,3,2075588297,IP Interface Inbound Octets
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsHCInOctets,7,3485326657,IP Interface Inbound Octets
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsHCInOctets,8,3485326748,IP Interface Inbound Octets
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsHCInReceives,3,329971311,IP Interface Inbound Receives
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsHCInReceives,7,551987040,IP Interface Inbound Receives
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsHCInReceives,8,551987041,IP Interface Inbound Receives
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsHCOutForwDatagrams,3,113180,IP Interface Outbound Forwarded Datagrams
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsHCOutForwDatagrams,8,71,IP Interface Outbound Forwarded Datagrams
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsHCOutOctets,3,493190192,IP Interface Outbound Octets
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsHCOutOctets,7,3562734832,IP Interface Outbound Octets
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsHCOutOctets,8,3562734932,IP Interface Outbound Octets
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsHCOutRequests,3,3,IP Interface Outbound Requests
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsHCOutRequests,7,954488,IP Interface Outbound Requests
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsHCOutRequests,8,1059884,IP Interface Outbound Requests
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsHCOutTransmits,3,403271277,IP Interface Outbound Transmits
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsHCOutTransmits,7,470505058,IP Interface Outbound Transmits
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsHCOutTransmits,8,470505059,IP Interface Outbound Transmits
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsInDelivers,7,954281,IP Interface Inbound Delivered Packets
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsInDelivers,8,343151,IP Interface Inbound Delivered Packets
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsInForwDatagrams,3,70,IP Interface Inbound Forwarded Datagrams
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsInForwDatagrams,8,263532,IP Interface Inbound Forwarded Datagrams
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsInHdrErrors,8,716835,IP Interface Inbound Header Errors
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsInNoRoutes,8,1,IP Interface Inbound Packets with No Routes
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsInOctets,3,2075588297,IP Interface Inbound Octets
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsInOctets,7,3485326384,IP Interface Inbound Octets
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsInOctets,8,3485326475,IP Interface Inbound Octets
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsInReceives,3,329971311,IP Interface Inbound Receives
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsInReceives,7,551987037,IP Interface Inbound Receives
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsInReceives,8,551987038,IP Interface Inbound Receives
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsInTruncatedPkts,8,2,IP Interface Inbound Truncated Packets
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsOutForwDatagrams,3,113180,IP Interface Outbound Forwarded Datagrams
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsOutForwDatagrams,8,71,IP Interface Outbound Forwarded Datagrams
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsOutFragCreates,7,442,IP Interface Outbound Fragmentation Creates
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsOutFragOKs,7,56,IP Interface Out Fragmentation Successes
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsOutFragReqds,7,56,IP Interface Out Fragmentation Requests
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsOutOctets,3,493190192,IP Interface Out Octets
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsOutOctets,7,3562734533,IP Interface Out Octets
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsOutOctets,8,3562734633,IP Interface Out Octets
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsOutRequests,3,3,IP Interface Out Requests
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsOutRequests,7,954485,IP Interface Out Requests
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsOutRequests,8,1059884,IP Interface Out Requests
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsOutTransmits,3,403271277,IP Interface Out Transmits
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsOutTransmits,7,470505055,IP Interface Out Transmits
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsOutTransmits,8,470505056,IP Interface Out Transmits
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsReasmFails,7,624,IP Interface Reassembly Failures
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsReasmOKs,7,56,IP Interface Reassembly Successes
172.16.105.207,21/04/2024  0:17:20,ipv4,IP-MIB-ipIfStatsReasmReqds,7,1630,IP Interface Reassembly Requests
172.16.105.207,21/04/2024  0:17:20,ipv4 ,IP-MIB-ipSystemStatsHCInDelivers,0,1297330,IP System Inbound Delivered Packets
172.16.105.207,21/04/2024  0:17:20,ipv4 ,IP-MIB-ipSystemStatsHCInForwDatagrams,0,263602,IP System Inbound Forwarded Datagrams
172.16.105.207,21/04/2024  0:17:20,ipv4 ,IP-MIB-ipSystemStatsHCInOctets,0,163276798,IP System Inbound Octets
172.16.105.207,21/04/2024  0:17:20,ipv4 ,IP-MIB-ipSystemStatsHCInReceives,0,2280303,IP System Inbound Receives
172.16.105.207,21/04/2024  0:17:20,ipv4 ,IP-MIB-ipSystemStatsHCOutForwDatagrams,0,871761514,IP System Outbound Forwarded Datagrams
172.16.105.207,21/04/2024  0:17:20,ipv4 ,IP-MIB-ipSystemStatsHCOutOctets,0,165051072,IP System Outbound Octets
172.16.105.207,21/04/2024  0:17:20,ipv4 ,IP-MIB-ipSystemStatsHCOutRequests,0,2014694,IP System Outbound Requests
172.16.105.207,21/04/2024  0:17:20,ipv4 ,IP-MIB-ipSystemStatsHCOutTransmits,0,2278316,IP System Outbound Transmits
172.16.105.207,21/04/2024  0:17:20,ipv4 ,IP-MIB-ipSystemStatsInDelivers,0,1297328,IP System Inbound Delivered Packets
172.16.105.207,21/04/2024  0:17:20,ipv4 ,IP-MIB-ipSystemStatsInForwDatagrams,0,263602,IP System Inbound Forwarded Datagrams
172.16.105.207,21/04/2024  0:17:20,ipv4 ,IP-MIB-ipSystemStatsInHdrErrors,0,716835,IP System Inbound Header Errors
172.16.105.207,21/04/2024  0:17:20,ipv4 ,IP-MIB-ipSystemStatsInNoRoutes,0,720,IP System Inbound Packets with No Routes
172.16.105.207,21/04/2024  0:17:20,ipv4 ,IP-MIB-ipSystemStatsInOctets,0,163276646,IP System Inbound Octets
172.16.105.207,21/04/2024  0:17:20,ipv4 ,IP-MIB-ipSystemStatsInReceives,0,2280301,IP System Inbound Receives
172.16.105.207,21/04/2024  0:17:20,ipv4 ,IP-MIB-ipSystemStatsInTruncatedPkts,0,2,IP System Inbound Truncated Packets
172.16.105.207,21/04/2024  0:17:20,ipv4 ,IP-MIB-ipSystemStatsOutForwDatagrams,0,871761514,IP System Outbound Forwarded Datagrams
172.16.105.207,21/04/2024  0:17:20,ipv4 ,IP-MIB-ipSystemStatsOutFragCreates,0,442,IP System Outbound Fragmentation Creates
172.16.105.207,21/04/2024  0:17:20,ipv4 ,IP-MIB-ipSystemStatsOutFragOKs,0,56,IP System Outbound Fragmentation Successes
172.16.105.207,21/04/2024  0:17:20,ipv4 ,IP-MIB-ipSystemStatsOutFragReqds,0,56,IP System Outbound Fragmentation Requests
172.16.105.207,21/04/2024  0:17:20,ipv4 ,IP-MIB-ipSystemStatsOutNoRoutes,0,363,IP-MIB-ipSystemStatsOutNoRoutes
172.16.105.207,21/04/2024  0:17:20,ipv4 ,IP-MIB-ipSystemStatsOutOctets,0,165050915,IP System Outbound Octets
172.16.105.207,21/04/2024  0:17:20,ipv4 ,IP-MIB-ipSystemStatsOutRequests,0,2014692,IP System Outbound Requests
172.16.105.207,21/04/2024  0:17:20,ipv4 ,IP-MIB-ipSystemStatsOutTransmits,0,2278314,IP System Outbound Transmits
172.16.105.207,21/04/2024  0:17:20,ipv4 ,IP-MIB-ipSystemStatsReasmFails,0,624,IP System Reassembly Failures
172.16.105.207,21/04/2024  0:17:20,ipv4 ,IP-MIB-ipSystemStatsReasmOKs,0,56,IP System Reassembly Successes
172.16.105.207,21/04/2024  0:17:20,ipv4 ,IP-MIB-ipSystemStatsReasmReqds,0,1630,IP System Reassembly Requests
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsHCInDelivers,7,954510,IP Interface Inbound Delivered Packets
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsHCInDelivers,8,343173,IP Interface Inbound Delivered Packets
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsHCInForwDatagrams,3,70,IP Interface Inbound Forwarded Datagrams
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsHCInForwDatagrams,8,263536,IP Interface Inbound Forwarded Datagrams
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsHCInOctets,3,2076896905,IP Interface Inbound Octets
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsHCInOctets,7,3486941757,IP Interface Inbound Octets
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsHCInOctets,8,3486941848,IP Interface Inbound Octets
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsHCInReceives,3,329976439,IP Interface Inbound Receives
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsHCInReceives,7,551995327,IP Interface Inbound Receives
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsHCInReceives,8,551995328,IP Interface Inbound Receives
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsHCOutForwDatagrams,3,113184,IP Interface Outbound Forwarded Datagrams
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsHCOutForwDatagrams,8,71,IP Interface Outbound Forwarded Datagrams
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsHCOutOctets,3,494538535,IP Interface Outbound Octets
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsHCOutOctets,7,3564300530,IP Interface Outbound Octets
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsHCOutOctets,8,3564300630,IP Interface Outbound Octets
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsHCOutRequests,3,3,IP Interface Outbound Requests
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsHCOutRequests,7,954714,IP Interface Outbound Requests
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsHCOutRequests,8,1059927,IP Interface Outbound Requests
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsHCOutTransmits,3,403276407,IP Interface Outbound Transmits
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsHCOutTransmits,7,470513341,IP Interface Outbound Transmits
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsHCOutTransmits,8,470513342,IP Interface Outbound Transmits
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsInDelivers,7,954507,IP Interface Inbound Delivered Packets
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsInDelivers,8,343173,IP Interface Inbound Delivered Packets
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsInForwDatagrams,3,70,IP Interface Inbound Forwarded Datagrams
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsInForwDatagrams,8,263536,IP Interface Inbound Forwarded Datagrams
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsInHdrErrors,8,716856,IP Interface Inbound Header Errors
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsInNoRoutes,8,1,IP Interface Inbound Packets with No Routes
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsInOctets,3,2076896905,IP Interface Inbound Octets
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsInOctets,7,3486941484,IP Interface Inbound Octets
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsInOctets,8,3486941575,IP Interface Inbound Octets
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsInReceives,3,329976439,IP Interface Inbound Receives
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsInReceives,7,551995324,IP Interface Inbound Receives
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsInReceives,8,551995325,IP Interface Inbound Receives
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsInTruncatedPkts,8,2,IP Interface Inbound Truncated Packets
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsOutForwDatagrams,3,113184,IP Interface Outbound Forwarded Datagrams
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsOutForwDatagrams,8,71,IP Interface Outbound Forwarded Datagrams
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsOutFragCreates,7,442,IP Interface Outbound Fragmentation Creates
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsOutFragOKs,7,56,IP Interface Out Fragmentation Successes
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsOutFragReqds,7,56,IP Interface Out Fragmentation Requests
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsOutOctets,3,494538535,IP Interface Out Octets
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsOutOctets,7,3564300231,IP Interface Out Octets
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsOutOctets,8,3564300331,IP Interface Out Octets
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsOutRequests,3,3,IP Interface Out Requests
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsOutRequests,7,954711,IP Interface Out Requests
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsOutRequests,8,1059927,IP Interface Out Requests
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsOutTransmits,3,403276407,IP Interface Out Transmits
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsOutTransmits,7,470513338,IP Interface Out Transmits
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsOutTransmits,8,470513339,IP Interface Out Transmits
172.16.105.207,21/04/2024  0:27:23,ipv4,IP-MIB-ipIfStatsReasmFails,7,624,IP Interface Reassembly Failures
